method,k,mean,std,min,max
method_2,35,0.3227530508062513,0.033388026471598685,0.20450270171657223,0.4390069715775354
method_2,37,0.31287731562648724,0.033754718886394565,0.18790733804476908,0.42719502514296886
method_2,39,0.30446713942394854,0.03515899354426166,0.17536540899964598,0.4191453529097167
method_2,41,0.2965202886896665,0.035325242441492134,0.16551939941213972,0.4061653467679796
method_2,43,0.2886737907413786,0.03590117516032658,0.16312442057754364,0.39966502107828916
method_2,45,0.28033221818695647,0.03550753115649288,0.15777034913916585,0.3765500581567927
method_2,47,0.27228200669534913,0.03511078097998122,0.15211319281536687,0.3581965680317713
method_2,49,0.26443492797850054,0.034891193979969315,0.14981087313206698,0.35583092502108665
method_2,51,0.25698093120060433,0.033528111663396955,0.14599235556488058,0.3362391457450558
method_2,53,0.24799447714338868,0.033223279693469436,0.13203013228940538,0.3243478465790207
method_2,55,0.2399288362852115,0.03312863890330336,0.1218993189940756,0.30296643603782364
method_2,57,0.23269658007033753,0.032588957967083276,0.122409490512845,0.3006509605182453
method_2,59,0.2257538812205134,0.03240431022465938,0.1136810025768444,0.2920920148517382
method_2,61,0.21847313550061478,0.03148511096723895,0.1103831030474388,0.28362883710896436
method_2,63,0.21135435831785704,0.030972318331133546,0.1055841352284125,0.2774309628908267
method_2,65,0.20433324077336631,0.03074590618954424,0.09660662994265057,0.27138287608046435
method_2,67,0.1973104487792331,0.02971164740477814,0.09328500767154974,0.26752887554319105
method_2,69,0.19048916701474125,0.029218972164647923,0.09064761411657533,0.2631702441365708
method_2,71,0.18350725683458682,0.029129644103797495,0.08428226802544325,0.2534030959478549
method_2,73,0.17553401646825315,0.02835214002220249,0.0818640790808367,0.25498668114583783
method_2,75,0.16909349538329277,0.02812457949370902,0.07338857731252063,0.2553375740660696
method_2,77,0.16237646366569433,0.027614481397473693,0.06763697635252366,0.2540790230916323
method_2,79,0.15527521023014337,0.026525459435266952,0.06345055280518416,0.2557390103309274
method_2,81,0.14904772151238274,0.0256325473822183,0.055628288308664,0.2230768120821107
method_2,83,0.14310218736642383,0.025695593014256543,0.045799059374110856,0.21128669632032793
method_2,85,0.13673911049945628,0.025554620066255494,0.04122734251706629,0.2237330246745893
method_2,87,0.13102093787447755,0.02572751228057542,0.037580250620072274,0.23131398449581833
method_2,89,0.12482398402468917,0.0251854495706483,0.03333249452425234,0.22922207313964324
method_2,91,0.11875086010687114,0.024672884653704878,0.031106774844388427,0.21949951608564783
method_2,93,0.11317891995896749,0.024018730957761365,0.02679292387361226,0.20706496978913244
method_2,95,0.10676030395413566,0.02309400693375451,0.023853820015214484,0.18634602190434887
method_2,97,0.10051780995594477,0.02257194788419735,0.022143448275320256,0.19238475204524644
method_2,99,0.09497850981667087,0.021774529242945442,0.019335959801053564,0.16957709694139755
method_2,101,0.08867946529618848,0.020598560481519566,0.016390394113403234,0.15714283499824525
method_2,103,0.08302638531924411,0.019397181077110442,0.014805710169538818,0.14115427503703615
method_2,105,0.07727614516134296,0.018481359340029986,0.01406246528786886,0.1407010116461096
method_2,107,0.07096569209325036,0.01708395749422188,0.01109834337407592,0.13277734318473275
method_2,109,0.06481121562030621,0.016042684185850174,0.009909402523745076,0.13180338288179447
method_2,111,0.05962555790315131,0.015102911356398853,0.007370608879508255,0.11089608534183305
method_2,113,0.053751624367920796,0.014133458538912241,0.006829964949632826,0.11239852455408572
method_2,115,0.047997090071100014,0.01264049562730689,0.0054543213865176346,0.0728034559774822
method_2,117,0.04201630028681643,0.011319216165925669,0.0033271893004759596,0.06735431563681635
method_2,119,0.035723268328703164,0.009845857158480856,0.0010891251589136253,0.056123504908092564
method_2,121,0.02922065880216876,0.008363595474254524,1.798889904927932e-05,0.05633523584182448
method_2,123,0.02241605100527645,0.0063620428632702375,1.798889904927932e-05,0.037237774276838526
method_2,125,0.015907089520112036,0.004693987870828564,1.7089339234790644e-05,0.02730751476255223
